Class Name;DefaultDisplayName;DefaultCategory;Behaviors;DisplayOrder;DefaultIconBlockOffset;DefaultIconViewOffset;DefaultIconViewScale;FirstPersonScale;FirstPersonOffset;FirstPersonRotation;InHandScale;InHandOffset;InHandRotation;CraftingId;DefaultCreativeData;IsCollidable;IsPlaceable;IsDiggingTransparent;IsPlacementTransparent;DefaultIsInteractive;IsEditable;IsNonDuplicable;IsGatherable;HasCollisionBehavior;KillsWhenStuck;IsFluidBlocker;IsTransparent;DefaultShadowStrength;LightAttenuation;EmittedLightAmount;ObjectShadowStrength;DefaultDropContent;DefaultDropCount;DefaultExperienceCount;RequiredToolLevel;MaxStacking;MaxInHandStacking;SleepSuitability;FrictionFactor;Density;NoAutoJump;NoSmoothRise;FuelHeatLevel;FuelFireDuration;DefaultSoundMaterialName;ShovelPower;QuarryPower;HackPower;DefaultMeleePower;DefaultMeleeHitProbability;DefaultProjectilePower;ToolLevel;PlayerLevelRequired;Durability;IsAimable;IsStickable;AlignToVelocity;ProjectileSpeed;ProjectileDamping;ProjectileTipOffset;DisintegratesOnHit;ProjectileStickProbability;DefaultHeat;FireDuration;ExplosionResilience;DefaultExplosionPressure;DefaultExplosionIncendiary;IsExplosionTransparent;DigMethod;DigResilience;ProjectileResilience;DefaultNutritionalValue;DefaultSicknessProbability;FoodType;DefaultRotPeriod;DefaultTextureSlot;DestructionDebrisScale;DefaultDescription
BrickStairsBlock;砖梯;Construction;;82;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;brickstairs;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12;0;0;1;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;0.66;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;30;;;FALSE;Quarry;10;1;;;;;70;1;用砖梯可以很容易地爬上山坡。你不再需要不断地跳跃和攀爬垂直面，同时你将移动更快，从而节省时间和精力。砖梯可以制作各种材料，砖梯也可以倒挂在天花板上。
SandstoneStairsBlock;砂岩梯;Construction;;83;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;sandstonestairs;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12;0;0;1;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;0.66;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;30;;;FALSE;Quarry;8;1;;;;;176;1;用砂岩梯可以很容易地爬上山坡。你不再需要不断地跳跃和攀爬垂直面，同时你将移动更快，从而节省时间和精力。砂岩梯可以制作各种材料，砂岩梯也可以倒挂在天花板上。
MarbleStairsBlock;大理石梯;Construction;;84;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;marblestairs;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12;0;0;1;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;0.66;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;5;;;FALSE;Quarry;6;0.75;;;;;7;1;用大理石梯可以很容易地爬上山坡。你不再需要不断地跳跃和攀爬垂直面，同时你将移动更快，从而节省时间和精力。大理石梯可以制作各种材料，木梯也可以倒挂在天花板上。
BasaltStairsBlock;玄武岩梯;Construction;;85;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;basaltstairs;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12;0;0;1;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;0.66;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;40;;;FALSE;Quarry;14;1;;;;;6;1;用玄武岩梯可以很容易地爬上山坡。你不再需要不断地跳跃和攀爬垂直面，同时你将移动更快，从而节省时间和精力。玄武岩梯可以制作各种材料，玄武岩梯也可以倒挂在天花板上。
WoodenSlabBlock;木质板;Construction;;86;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;woodenslab;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12;0;0;1;#;1;;0;40;40;0.5;1;0.5;FALSE;FALSE;1;5;Wood;1;1;1;1;0.66;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.9;;15;5;;;FALSE;Hack;5;1;;;;;4;1;木质板是一种半高的方块， 你可以用原材料制成它。 用它们制作地板将节约更多的材料。 它们也可以用来延长阶梯， 这样每上半格阶梯就会多向前移动一个单元格。 平板也可以贴在天花板上。
StoneSlabBlock;石质板;Construction;;87;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;stoneslab;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12;0;0;1;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;0.66;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;40;;;FALSE;Quarry;10;1;;;;;1;1;石质板是一种半高的方块， 你可以用原材料制成它。 用它们制作地板将节约更多的材料。 它们也可以用来延长阶梯， 这样每上半格阶梯就会多向前移动一个单元格。 平板也可以贴在天花板上。
CobblestoneSlabBlock;鹅卵石板;Construction;;88;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;cobblestoneslab;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12;0;0;1;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;0.66;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;40;;;FALSE;Quarry;10;1;;;;;16;1;鹅卵石板是一种半高的方块， 你可以用原材料制成它。 用它们制作地板将节约更多的材料。 它们也可以用来延长阶梯， 这样每上半格阶梯就会多向前移动一个单元格。 平板也可以贴在天花板上。
StoneBrickSlabBlock;石砖板;Construction;;89;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;stonebrickslab;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12;0;0;1;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;0.66;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;40;;;FALSE;Quarry;12;1;;;;;54;1;石砖板是一种半高的方块， 你可以用原材料制成它。 用它们制作地板将节约更多的材料。 它们也可以用来延长阶梯， 这样每上半格阶梯就会多向前移动一个单元格。 平板也可以贴在天花板上。
BrickSlabBlock;砖板;Construction;;90;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;brickslab;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12;0;0;1;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;0.66;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;40;;;FALSE;Quarry;10;1;;;;;70;1;砖板是一种半高的方块， 你可以用原材料制成它。 用它们制作地板将节约更多的材料。 它们也可以用来延长阶梯， 这样每上半格阶梯就会多向前移动一个单元格。 平板也可以贴在天花板上。
SandstoneSlabBlock;砂岩板;Construction;;91;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;sandstoneslab;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12;0;0;1;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;0.66;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;30;;;FALSE;Quarry;8;1;;;;;176;1;砂岩板是一种半高的方块， 你可以用原材料制成它。 用它们制作地板将节约更多的材料。 它们也可以用来延长阶梯， 这样每上半格阶梯就会多向前移动一个单元格。 平板也可以贴在天花板上。
MarbleSlabBlock;大理石板;Construction;;92;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;marbleslab;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12;0;0;1;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;0.66;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;5;;;FALSE;Quarry;6;0.75;;;;;7;1;大理石板是一种半高的方块， 你可以用原材料制成它。 用它们制作地板将节约更多的材料。 它们也可以用来延长阶梯， 这样每上半格阶梯就会多向前移动一个单元格。 平板也可以贴在天花板上。
BasaltSlabBlock;玄武岩板;Construction;;93;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;basaltslab;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12;0;0;1;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;0.66;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;40;;;FALSE;Quarry;14;1;;;;;6;1;玄武岩板是一种半高的方块， 你可以用原材料制成它。 用它们制作地板将节约更多的材料。 它们也可以用来延长阶梯， 这样每上半格阶梯就会多向前移动一个单元格。 平板也可以贴在天花板上。
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BrickBlock;砖;Items;ThrowableBlockBehavior;95;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;-0.02,0,0;0, 90, 90;brick;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;-1;0;0;0;;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;;1;1;1;2;0.66;2;1;;-1;TRUE;FALSE;FALSE;10;0.8;0.1;FALSE;0;;0;;;;;;;1;;;;;195;1;在熔炉中烘焙黏土制得砖。它们是最常用的建筑材料，因为如果不再需要时可以将砖组成的对象回收为砖。
SnowballBlock;雪球;Items;ThrowableBlockBehavior;96;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 0;snowball;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;-1;0;0;0;;1;;0;40;40;0;1;0.5;FALSE;FALSE;0;0;;1;1;1;1;0.66;0.1;1;;-1;TRUE;FALSE;FALSE;15;0.8;0.1;TRUE;0;;0;;;;;;;1;;;;;66;1;用手压实雪得到雪球。又软又轻。它们抛出后没有对周边的损害或者损伤的风险。完美而有趣的战斗。用雪球投掷危险的动物时要小心，它们通常不会认为这是善意的行为。
WoodenDoorBlock;木门;Items;;97;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;woodendoor;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12;0;0;0;#;1;;0;40;40;0;1;0.5;FALSE;FALSE;1;5;Wood;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.9;;12;3;;;FALSE;Hack;5;1;;;;;4;1;门通常是建筑物的入口。 通过点击它来打开或者关闭门。 如果用铜线连接门， 你就可以在远处用开关来控制它。 铁门与电学开关连接时是无法用手开关的。
IronDoorBlock;铁门;Items;;98;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;irondoor;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12;0;0;0;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Metal;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;60;;;FALSE;Quarry;10;1;;;;;82;1;门通常是建筑物的入口。 通过点击它来打开或者关闭门。 如果用铜线连接门， 你就可以在远处用开关来控制它。 铁门与电学开关连接时是无法用手开关的。
CellDoorBlock;牢门;Items;;99;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;celldoor;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12;0;0;0;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Metal;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;30;;;FALSE;Quarry;8;1;;;;;80;1;活板门用于制作建筑物的垂直入口。 通过点击它来打开或者关闭门。 如果用铜线连接门， 你就可以在远处用开关来控制它。 铁活板门与电学开关连接时是无法用手开关的。 活板门也可以倒着防止， 取决于你是想放在方块的上半部分还是下半部分。 倒置的活板门可以止住掉落的方块。
WoodenTrapdoorBlock;木活门板;Items;;100;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;90, 0, 0;woodentrapdoor;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12;0;0;0;#;1;;0;40;40;0;1;0.5;TRUE;FALSE;1;5;Wood;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;12;2;;;FALSE;Hack;5;1;;;;;115;1;活板门用于制作建筑物的垂直入口。 通过点击它来打开或者关闭门。 如果用铜线连接门， 你就可以在远处用开关来控制它。 铁活板门与电学开关连接时是无法用手开关的。 活板门也可以倒着防止， 取决于你是想放在方块的上半部分还是下半部分。 倒置的活板门可以止住掉落的方块。
CellTrapdoorBlock;牢活板门;Items;;101;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;90, 0, 0;celltrapdoor;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12;0;0;0;#;1;;0;40;40;0;1;3;TRUE;FALSE;1;5;Metal;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;10;;;TRUE;Quarry;8;1;;;;;114;1;活板门用于制作建筑物的垂直入口。 通过点击它来打开或者关闭门。 如果用铜线连接门， 你就可以在远处用开关来控制它。 铁活板门与电学开关连接时是无法用手开关的。 活板门也可以倒着防止， 取决于你是想放在方块的上半部分还是下半部分。 倒置的活板门可以止住掉落的方块。
WoodenLadderBlock;木梯子;Items;;102;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;woodenladder;0;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;0;0;0;0;#;1;;0;40;40;0;1;0.5;FALSE;FALSE;1;5;Wood;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;12;2;;;TRUE;Hack;4;1;;;;;47;1;木梯子是由木棒捆绑成的。 它可以帮助你在高墙上安全的上下。 只要你面对墙面， 攀爬就是安全的。 在顶部向下找梯子时一定要小心不要掉下去。
IronLadderBlock;铁梯子;Items;;103;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;ironladder;0;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;0;0;0;0;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Metal;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;30;;;TRUE;Quarry;8;1;;;;;63;1;铁梯子是由铁棒捆绑成的。 它可以帮助你在高墙上安全的上下。 只要你面对墙面， 攀爬就是安全的。 在顶部向下找梯子时一定要小心不要掉下去。
WickerLampBlock;柳条灯;Items;;104;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;wickerlamp;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;0;0;15;0;#;1;;0;40;40;0;1;0.5;FALSE;FALSE;1;5;Wood;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;12;2;;;FALSE;Hack;4;0.75;;;;;212;1;柳条灯是将火把装在木箱中制成的。它不仅比火把更亮，同时也是很好的装饰品。
TorchBlock;火把;Items;;105;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;torch;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;0;0;14;0;#;1;;0;40;40;0;1;0.5;FALSE;FALSE;0;0;Wood;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;0;;;TRUE;Hack;1;0;;;;;215;1;火把是将可燃的煤与木棒结合制成的。放置在墙上或地板上时就会发出光芒，这是照亮室内和矿洞最方便且便宜的方法。
StickBlock;木棍;Items;;106;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;stick;0;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;1;;0;40;40;0;1;0.5;FALSE;FALSE;1;5;;1;1;1;1.5;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;;;;;;;;1;;;;;211;1;木棍由木板切割制成。它是一种多功能材料，能制成很多东西，也能作为武器使用，但杀伤力很小，攻击力是手的1.5倍。
IronIngotBlock;铁锭;Items;;107;0,0,0;1, 1, 1;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.2,0;60, 0, 0;ironingot;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;-1;0;0;0;;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;;1;1;1;1;0.66;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;1;;;;;196;1;纯正的铁锭。 可以用来合成坚固耐用的工具。 只有钻石做的工具可以超越它们。 将几块铁锭放在一起可以合成铁块。
CopperIngotBlock;铜锭;Items;;108;0,0,0;1, 1, 1;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.2,0;60, 0, 0;copperingot;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;-1;0;0;0;;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;;1;1;1;1;0.66;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;1;;;;;197;1;纯正的铜锭。 可以用来合成铜器， 比如铜质铜， 铜导线和各种电器。 将几块铜锭放在一起可以合成铜块。
RodBlock;铁棒;Items;;109;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;rod;0;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;;1;1;1;2;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;;;;;;;;1;;;;;227;1;铁棒，由铁材料制成，是做门和围墙的有用东西。
CraftingTableBlock;工艺桌;Items;;110;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.1,-0.26;0, 45, 0;craftingtable;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12;0;0;1;#;1;;0;1;1;0.5;1;0.5;FALSE;FALSE;1;5;Wood;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.9;;20;5;;;FALSE;Hack;5;1;;;;;4;1;工艺桌由木块制成。是最重要的物品，它有比自带的2x2更大的3x3合成格，所有合成物都由它制作，但要确保你拥有所需的材料。
FurnaceBlock;熔炉;Items;;111;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;furnace;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;1;#;1;;0;1;1;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;10;;;FALSE;Quarry;8;1;;;;;16;1;熔炉由耐火的石头制成，保持燃料的燃烧需要很高的温度。它也是很重要的物品，能冶炼或烹饪一切需要热加工的东西，最好的燃料是煤块，若缺乏煤块，木块和树叶也能作燃料。它工作时不必呆在旁边，它也能提供一些光亮。
LitFurnaceBlock;燃炉;Items;;112;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;furnace;-1;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;0;0;13;1;#FurnaceBlock;1;;0;1;1;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0.5;0;10;;;FALSE;Quarry;8;1;;;;;16;1;
ChestBlock;箱子;Items;;113;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;chest;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;-1;0;0;1;#;1;;0;1;1;0.5;1;0.5;FALSE;FALSE;1;5;Wood;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.9;;20;5;;;FALSE;Hack;5;1;;;;;4;1;用木块制成的箱子适合储存多余物品，它能容纳16格物品。
DispenserBlock;发射器;Items;;114;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;dispenser;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;-1;0;0;1;#;1;;0;1;1;0.5;1;0.5;FALSE;FALSE;1;5;Wood;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.9;;20;5;;;FALSE;Hack;5;1;;;;;4;1;发射器可将物品存于内部, 但是只能收到电信号后才能发射。 根据设置，可以发射或投掷物品。
SpikedPlankBlock;尖木板;Items;;115;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0.12,0;90, 0, 0;spikedplank;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;4;0;0;0;#;1;;0;40;40;0;1;0.5;TRUE;FALSE;1;5;Wood;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;12;3;;;TRUE;Hack;3;1;;;;;4;1;尖木板由木板制成，站在上面就会穿透肉造成很大的伤害，通常将它置于陷阱坑内。 用铜线连接钉木板就能在远处用开关控制钉子。
GrassTrapBlock;草陷阱;Items;;116;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0.12,0;90, 0, 0;grasstrap;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;8;0;0;1;;1;;3;40;40;0.5;1;0.5;TRUE;TRUE;0;0;Plant;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;6;0;;;TRUE;Hack;2;0.25;;;;;22;1;草陷阱，站在上面就会塌陷，能用来做陷阱，只能用橡叶制成。
WoodenFenceBlock;木栅栏;Items;FenceBlockBehavior;117;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;woodenfence;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;6;0;0;0;#;1;;0;40;40;0;1;0.5;TRUE;TRUE;1;5;Wood;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;15;3;;;TRUE;Hack;4;1;;;;;4;1;木制栅栏能封闭某一区域，防止动物走出和食肉动物的进入。木制栅栏能作为支柱或家具部件。
WoodenFenceGateBlock;木栅栏门;Items;FenceGateBlockBehavior;118;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;woodenfencegate;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;8;0;0;0;#;1;;0;40;40;0;1;0.5;TRUE;TRUE;1;5;Wood;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;15;3;;;TRUE;Hack;5;1;;;;;4;1;木制栅栏门，通过点击它来开关。用铜线连接门就能在远处用开关控制。
IronFenceBlock;铁围栏;Items;FenceBlockBehavior;119;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;ironfence;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;6;0;0;0;#;1;;0;40;40;0;1;3;TRUE;TRUE;1;0;Metal;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;20;;;TRUE;Quarry;8;1;;;;;58;1;铁栅栏能封闭某一区域，防止动物走出和食肉动物的进入。铁栅栏能作为支柱或家具部件。
